age,workclass,fnlwgt
44,Private,239723
57,Private,231232
33,Private,236396
24,?,119156
22,Private,320451
41,Private,38397
51,Self-emp-inc,189183
46,Local-gov,199281
52,Private,286342
50,Private,152810
26,Self-emp-inc,176981
17,Private,117549
64,Private,254797
51,Private,133336
28,Self-emp-not-inc,182826
51,Private,136224
39,Self-emp-not-inc,134475
48,Private,272778
44,Private,279183
47,Private,110243
52,Private,202071
58,Private,197642
19,Private,125591
40,Private,197462
23,Private,238831
31,Private,182177
40,Local-gov,240504
48,Self-emp-inc,125892
46,Private,154430
32,Private,207685
50,Private,222020
18,Private,243240
26,Private,158734
36,Private,257691
26,Private,144483
19,Private,209826
53,Private,30244
54,Private,133050
29,Private,138332
81,Private,201398
37,Private,526968
40,Private,79036
36,Private,240323
18,Private,270544
44,State-gov,199551
36,Private,231052
69,State-gov,203072
17,Private,126771
38,Private,31848
27,Private,328981
52,Private,159670
24,Private,450695
57,Private,182028
19,Private,349620
38,Private,161066
46,Private,213611
21,Private,548303
29,Private,150861
33,?,335625
26,Private,133766
28,Private,200511
26,Private,50103
37,?,148266
49,Private,177211
28,Private,132686
57,Federal-gov,21626
60,Private,52900
20,?,150084
38,Private,248886
51,Self-emp-not-inc,118259
60,Private,145493
37,Private,219546
44,Federal-gov,399155
19,Self-emp-not-inc,227310
59,Private,333270
50,Private,231495
35,Federal-gov,133935
46,Federal-gov,55237
18,Private,183034
32,Private,245487
32,Private,185480
39,Private,114251
25,Private,181814
30,Private,340917
37,Private,241998
38,Self-emp-inc,125324
36,Private,34744
56,Private,131608
35,Federal-gov,226916
56,Private,124137
17,Private,96282
46,Private,337050
56,Private,229335
61,State-gov,199495
25,Private,111675
27,Private,139209
50,Self-emp-not-inc,32372
33,Self-emp-not-inc,203784
33,Private,164190
38,Private,64875
51,Private,41806
27,Private,208725
49,Local-gov,79019
26,Private,136951
42,Private,203554
37,Private,252947
38,Private,170861
48,Private,199590
41,Private,529216
33,Private,195576
30,Private,182177
25,State-gov,183678
50,Private,209320
54,Self-emp-inc,206862
37,Private,168941
59,Self-emp-not-inc,201263
17,Private,75333
65,?,299494
56,Self-emp-not-inc,163212
57,Private,139290
33,Private,400416
41,Self-emp-not-inc,223763
45,Private,77927
50,Private,175804
18,Private,91525
19,Private,279968
26,Private,77698
61,?,198686
67,?,190340
41,Private,113491
29,Private,202878
27,Private,108431
35,Private,194490
37,Private,48093
22,Private,136824
25,Private,143280
26,Private,150062
27,Local-gov,298510
26,Private,177147
51,Private,115025
45,Private,350440
60,Private,83850
35,Private,62669
24,Private,229773
40,Local-gov,196234
69,?,163595
44,Private,157249
65,Private,80174
52,Self-emp-inc,49069
38,Private,122952
18,Private,123856
24,Private,216181
52,Private,180062
21,Private,188535
67,Self-emp-not-inc,106143
64,Self-emp-not-inc,170421
25,Private,283087
34,Federal-gov,341051
39,Self-emp-not-inc,34378
26,Private,380674
19,Private,304469
35,Private,99146
26,Private,205109
38,Private,99156
45,Private,97842
18,Private,100875
51,Private,200576
36,Private,355053
18,Private,118376
37,Local-gov,117760
37,Private,117567
39,Federal-gov,189632
21,Private,170108
46,State-gov,27243
33,Private,192663
23,Private,526164
52,Self-emp-not-inc,146579
28,Private,60288
23,State-gov,241951
48,Self-emp-inc,213140
17,Private,218124
22,Self-emp-not-inc,279802
26,Private,153078
40,Private,167919
90,Private,250832
28,Private,193158
44,Private,172032
29,Private,39484
45,Private,84298
43,Private,269015
17,?,262196
49,Federal-gov,125892
27,Private,134890
60,Self-emp-not-inc,261119
33,Private,119409
53,Self-emp-not-inc,118793
19,Private,184207
28,Self-emp-not-inc,191027
22,Private,207782
48,Self-emp-not-inc,209146
76,?,79445
19,Private,187724
28,Private,66777
58,Private,158002
19,Self-emp-not-inc,305834
37,?,122265
22,Private,211798
52,Self-emp-not-inc,123011
31,Private,36302
50,Self-emp-not-inc,176867
62,Private,169204
26,Private,38232
64,State-gov,277657
38,Private,32271
44,Private,116825
28,Self-emp-not-inc,226198
19,Private,28145
39,Private,140477
50,Private,165050
39,Self-emp-inc,202937
36,Private,316298
39,Private,203070
51,Self-emp-inc,103995
28,Private,176137
57,Self-emp-not-inc,103948
40,Local-gov,39581
27,Private,506436
32,Private,226975
49,State-gov,154493
34,Self-emp-not-inc,137223
24,Private,102323
54,Private,257765
52,Private,42924
43,Private,167599
84,?,368925
79,?,100881
35,Private,52738
56,Private,98418
30,Private,381153
54,Private,103700
35,Private,298635
32,Private,127895
44,Self-emp-inc,212760
32,Private,281384
60,Private,181200
40,Private,257364
50,Private,283281
58,Private,214502
41,Private,69333
28,Private,190060
53,Private,95864
71,?,144872
17,?,275778
45,Private,27332
23,Private,24395
25,Private,330695
40,Self-emp-not-inc,171615
28,Private,116372
27,Private,38599
19,Local-gov,202184
24,Private,315303
38,Private,103456
24,State-gov,163480
18,Private,317425
58,Private,216941
35,Private,116541
43,Private,186396
45,Private,273194
24,Private,385540
63,Private,201631
40,Private,439919
21,Private,182117
20,State-gov,334113
42,Private,184837
49,?,228372
47,Federal-gov,211123
48,Self-emp-inc,38819
61,Private,162391
23,?,302836
35,State-gov,89040
46,Private,264210
18,Private,87157
28,Self-emp-not-inc,398918
62,?,123612
20,Private,155818
28,Private,243660
57,Private,134195
56,Private,238638
33,Private,159929
19,Private,198668
29,Private,215504
30,Private,158002
53,Local-gov,35305
25,Private,195994
44,State-gov,321824
22,Private,180449
40,Private,201764
25,Private,250038
30,Self-emp-not-inc,226535
51,Private,136121
17,Private,47199
46,Local-gov,215895
50,State-gov,24647
34,Private,734193
42,?,321086
41,Federal-gov,192589
32,Private,326283
32,Private,207284
47,Private,109089
50,Private,274528
77,Private,142646
33,Private,180859
47,Self-emp-inc,188610
64,Private,169604
34,Private,260560
34,Local-gov,188245
67,Local-gov,103315
37,Local-gov,52465
34,Private,737315
22,?,195143
50,Self-emp-not-inc,219420
60,Private,198170
46,Local-gov,183168
44,Private,196545
43,Private,168412
48,Private,174386
36,Private,544686
48,Private,95661
37,Private,468713
51,Private,169112
52,Private,74024
27,Private,110622
43,Local-gov,33331
23,Private,181557
66,Private,142624
37,Self-emp-not-inc,192251
35,Private,146091
42,Local-gov,174575
49,Private,200949
51,Local-gov,201560
71,Federal-gov,149386
50,Local-gov,168672
63,Private,38352
41,State-gov,180272
24,State-gov,275421
41,Local-gov,173051
33,Local-gov,167474
42,Local-gov,267138
23,Private,135138
49,Private,218357
28,Self-emp-not-inc,107236
31,Private,138416
28,Private,154863
37,Private,194004
19,Private,339123
51,Local-gov,548361
25,Private,101812
49,Self-emp-inc,127111
47,Private,171807
48,Local-gov,40666
41,Local-gov,340682
32,Private,175052
26,?,321629
46,Private,154405
17,Private,108402
34,Private,346275
44,Private,42476
23,Private,161708
35,Private,70447
30,Private,189759
65,?,137354
34,Private,250724
34,Federal-gov,149368
39,Private,154641
28,Private,38309
53,Local-gov,202733
34,Private,56150
21,Private,260254
53,Private,108083
54,Self-emp-not-inc,71344
32,Private,174215
39,State-gov,114366
39,Private,158962
29,Private,179498
29,Private,31935
43,Private,149909
20,?,58740
39,Private,216552
45,Private,255348
36,Private,176050
71,?,125101
62,?,197286
43,Local-gov,337469
31,Private,159737
39,Private,316211
32,Private,127610
45,Local-gov,556652
19,Private,265576
43,Private,347653
32,Private,62374
43,Self-emp-not-inc,170230
34,Private,203051
66,Self-emp-inc,115880
37,Private,167735
46,Self-emp-inc,181413
23,Private,185554
41,Private,350387
63,Private,225102
55,Private,105582
35,Self-emp-not-inc,350247
28,Private,150025
37,Private,107737
63,?,334741
43,Private,115562
30,Self-emp-not-inc,131584
36,Local-gov,95855
54,Private,391016
36,Federal-gov,51089
78,Self-emp-inc,188044
77,Private,117898
28,Private,70240
39,Self-emp-not-inc,187693
37,Private,341672
34,Private,208043
22,Local-gov,289982
54,Private,76344
21,Private,200973
36,Private,111377
62,Self-emp-not-inc,136684
40,Private,176716
47,Self-emp-not-inc,166894
38,Private,243872
28,Private,155621
46,Private,102597
22,Private,60331
37,Private,75024
69,Private,174474
43,Private,145441
53,Private,83434
20,Private,691830
22,Private,189203
48,Private,115784
40,Federal-gov,280167
68,?,407338
39,Private,52978
57,Private,169329
23,Private,315065
25,Local-gov,167835
22,Private,63105
23,Private,520775
41,Local-gov,47902
25,Private,145434
58,Private,56392
33,Private,162312
28,Private,204074
19,Private,99246
44,Private,102085
68,Private,168794
33,State-gov,332379
24,Private,233419
44,Self-emp-not-inc,57233
38,Private,192337
31,Private,442429
29,Private,369114
65,Private,261334
55,Private,160303
49,Private,50474
27,Private,321577
41,Private,29591
33,Self-emp-not-inc,334744
22,Self-emp-not-inc,269474
41,Private,287306
66,Private,33619
38,Private,149347
43,Private,96249
40,Local-gov,370502
32,Private,188246
30,Private,167558
35,Private,292185
41,Private,101593
33,Local-gov,70164
36,Private,269722
33,Self-emp-not-inc,175502
53,Private,233165
27,Private,177351
22,Private,212114
26,Private,288959
64,Private,231619
48,Private,146919
23,Private,388811
26,Private,243560
35,Self-emp-not-inc,98360
46,Private,369538
65,Self-emp-not-inc,31740
53,Private,223660
18,Private,333611
34,Self-emp-not-inc,108247
28,Private,76129
37,Private,91711
61,?,166855
59,Private,182062
32,Private,252752
31,Private,43953
25,Local-gov,84224
81,Private,100675
47,Private,155509
39,Private,29814
37,Private,241805
44,Private,214838
37,Private,240810
41,Private,154076
27,?,175552
55,Private,170287
60,Private,145995
22,Private,433669
23,Private,233626
19,Private,607799
45,Private,88500
36,Private,127809
46,Private,243743
48,Private,177211
39,Self-emp-not-inc,231180
29,Private,253856
39,Private,177075
26,Private,152855
37,Private,191137
49,Private,255559
27,Private,169815
28,Private,221215
35,Private,270059
54,?,31588
17,Private,345403
18,Private,194897
33,Private,388741
33,Private,355856
51,Private,122109
49,Private,75673
49,Self-emp-inc,141058
41,Private,47902
64,Private,221343
40,Private,255675
49,Federal-gov,203505
23,Private,125106
34,Private,139890
38,Private,76878
47,Self-emp-not-inc,28035
30,Private,43953
36,Private,163237
23,Local-gov,55890
47,Self-emp-not-inc,255934
61,Private,168654
47,Self-emp-not-inc,39986
56,Private,208451
20,Private,206681
33,Private,117779
36,Self-emp-not-inc,129150
38,?,177273
34,Local-gov,226443
56,Private,146326
32,Private,187901
26,Private,97153
49,Private,188694
71,Private,187493
19,Private,212468
20,Private,84726
42,Private,137907
51,Private,34361
38,Private,254114
38,Private,170174
35,Self-emp-not-inc,190895
24,Local-gov,317443
40,Private,375603
21,Private,203076
49,Private,53893
18,?,171748
54,Private,167770
52,Private,204584
27,Private,660870
20,Private,105686
38,?,70282
31,Private,148607
25,Private,255849
19,Federal-gov,255921
33,Private,113326
23,Private,440456
34,Private,105493
42,Private,259757
37,Local-gov,89491
25,Private,171818
40,Private,51151
33,Self-emp-not-inc,188957
31,Private,97933
32,Self-emp-inc,195447
63,?,46907
54,Self-emp-inc,383365
32,Self-emp-not-inc,203408
29,Local-gov,148182
26,Local-gov,211497
39,Self-emp-not-inc,48063
57,Private,211804
54,Private,185407
57,Private,225927
23,Federal-gov,314525
27,Self-emp-not-inc,208577
42,Private,222884
31,Private,209538
49,Local-gov,177114
50,Private,173754
46,Local-gov,121370
37,Private,67125
26,Private,67240
27,Private,198346
24,Private,141003
24,Self-emp-inc,60668
29,Private,104256
47,Private,131002
33,Self-emp-not-inc,155151
26,Private,177720
20,Private,39615
25,Private,203871
57,State-gov,25045
36,Private,112264
25,Private,169100
46,Private,155659
39,Private,291665
29,Private,224215
18,Private,270502
46,Private,125487
61,Private,51385
41,Private,112763
50,Private,108926
53,Private,366957
36,Local-gov,109766
38,Private,226106
75,Self-emp-not-inc,92792
26,Private,186950
44,Private,230478
25,Private,231638
31,Private,120461
49,Private,33673
34,Private,191385
31,Self-emp-not-inc,229946
47,Self-emp-not-inc,160131
38,Private,190895
18,Private,126021
47,Private,27815
42,Private,203542
29,Private,144592
38,Local-gov,223004
22,Private,183257
32,Private,172714
20,Private,131611
41,Private,253060
46,Private,471990
44,Private,138966
35,Private,385412
18,?,184101
60,Private,103344
36,Local-gov,135786
30,Private,227359
40,State-gov,86912
21,Private,83033
25,Private,172581
56,State-gov,274111
42,Private,187795
26,Private,483822
66,Self-emp-inc,220543
48,Private,152953
35,Private,239755
41,Private,177905
19,Private,200136
55,Self-emp-not-inc,111625
42,Self-emp-not-inc,336513
45,Private,162915
29,Private,116662
42,Self-emp-not-inc,24763
65,Private,225580
30,Private,169104
43,Private,212894
61,Private,93997
22,Private,189924
23,Private,274424
34,Private,188246
51,Private,284211
21,Private,198259
31,Private,368517
34,Private,168768
33,Federal-gov,122220
32,Private,136204
44,Private,175641
21,State-gov,173324
75,Local-gov,31195
55,Federal-gov,88876
43,Self-emp-not-inc,176069
31,Private,215297
41,Private,198425
26,Local-gov,180957
23,Private,206129
42,Federal-gov,65950
29,Private,197618
21,Private,185357
28,Private,134890
64,?,193043
35,Federal-gov,153633
65,Private,115890
34,Private,394447
58,Private,343957
63,?,247986
50,Private,238959
59,Private,159048
46,Private,423222
30,Private,89735
28,Private,31778
51,?,157327
47,Private,233511
30,Private,327112
34,Private,236543
51,State-gov,194475
41,Private,303510
57,Private,171242
28,Self-emp-not-inc,39388
62,Local-gov,197218
22,State-gov,151991
38,Private,374524
34,?,267352
45,Local-gov,364563
37,Private,186035
21,Private,47541
49,Private,151107
24,Private,500509
47,Private,138107
20,Federal-gov,225515
27,Private,153291
40,Private,169885
19,?,112780
31,Local-gov,175778
43,Private,55213
48,Private,38950
64,Self-emp-not-inc,65991
39,Private,174330
50,Private,35224
52,Private,175622
44,Private,164678
50,?,87263
54,Private,163671
17,Self-emp-not-inc,181317
33,Federal-gov,177945
28,Private,47168
39,Self-emp-not-inc,190023
33,Private,168782
59,Private,175290
74,Private,145463
54,Private,159755
31,Private,113364
31,Private,487742
20,Private,304710
54,Local-gov,185846
42,Private,212894
57,Self-emp-not-inc,315460
49,Private,135643
40,Private,220977
19,?,117444
38,Private,202683
39,Private,164866
43,Private,191814
32,?,227160
57,Private,158077
38,Private,191103
25,Private,193701
40,Private,143046
34,Private,206297
35,Self-emp-not-inc,188563
53,Private,35102
21,Private,203055
43,Private,309932
43,Self-emp-not-inc,243432
22,Private,177107
64,Self-emp-not-inc,113929
19,?,291509
40,Private,222011
34,Private,186824
46,Private,192768
35,Private,234962
32,Private,83253
26,Private,248990
25,Private,346159
55,Private,272656
22,Private,60552
29,State-gov,33798
38,Self-emp-not-inc,112158
55,Private,200992
26,Private,98155
34,Self-emp-inc,79586
25,State-gov,143062
39,Private,101146
18,?,284450
58,State-gov,159021
34,Local-gov,353270
29,Self-emp-not-inc,162312
49,State-gov,231961
38,Private,181943
21,Private,163595
28,Private,130856
42,Private,208875
29,Self-emp-not-inc,58744
48,Private,116641
40,Private,69333
36,Private,320811
34,Private,197886
57,Self-emp-not-inc,253914
24,Private,89154
32,Private,372317
18,Self-emp-not-inc,296090
39,Private,192614
39,Private,403489
18,Private,169652
20,Private,217467
27,?,162104
54,Private,175912
40,Self-emp-not-inc,179533
27,Private,149624
27,Private,289147
43,Federal-gov,347720
22,Private,406978
17,Private,193199
37,Self-emp-inc,163998
49,Private,173115
33,Private,333701
21,State-gov,48121
45,Private,186256
33,Private,104525
25,Private,104097
71,Private,212806
23,Local-gov,203353
41,Private,130126
21,?,270043
47,Private,218435
30,Private,154120
40,Private,193537
44,Private,84535
50,Private,150999
31,State-gov,157673
68,Private,217424
45,Private,358886
38,Private,186191
78,Self-emp-inc,212660
31,Self-emp-inc,31740
39,Private,498785
36,Self-emp-not-inc,35945
46,Local-gov,162566
30,Private,118861
34,Private,206609
30,Federal-gov,423064
47,Private,191957
40,Private,223934
62,?,129246
44,Self-emp-not-inc,195486
40,Private,114580
20,Private,119215
45,Private,240554
55,Private,199067
51,Private,144084
38,Private,358682
49,Local-gov,59612
49,State-gov,391585
30,Local-gov,101345
20,Private,117618
34,Private,231238
42,Local-gov,143046
46,Private,326857
43,Private,203642
62,Private,88579
21,Private,240517
